ts,open,high,low,close,volume
1672668000000,1034.96,1043.73,1027.6,1030.21,12.956
1672671600000,1030.21,1034.38,1026.56,1030.77,12.132
1672675200000,1030.77,1032.76,1029.02,1029.41,14.282
1672678800000,1029.41,1032.76,1023.66,1025.85,11.694
1672682400000,1025.85,1029.79,1016.91,1028.44,13.848
1672686000000,1028.44,1035.64,1026.55,1033.58,10.754
1672689600000,1033.58,1036.85,1029.64,1035.03,11.093
1672693200000,1035.03,1043.91,1025.76,1042.53,12.981
1672696800000,1042.53,1050.13,1039.95,1046.34,13.98
1672700400000,1046.34,1047.23,1045.6,1047.0,14.189
1672704000000,1047.0,1048.04,1039.16,1039.32,10.348
1672707600000,1039.32,1041.85,1029.81,1034.48,14.526
1672711200000,1034.48,1039.63,1024.88,1039.42,13.724
1672714800000,1039.42,1047.61,1038.24,1039.61,10.779
1672718400000,1039.61,1045.91,1038.38,1044.69,14.227
1672722000000,1044.69,1049.26,1039.45,1045.79,10.972
1672725600000,1045.79,1056.05,1045.36,1051.0,11.166
1672729200000,1051.0,1057.7,1041.58,1052.4,13.67
1672732800000,1052.4,1062.14,1044.61,1060.9,11.371
1672736400000,1060.9,1070.82,1054.39,1059.17,10.29
1672740000000,1059.17,1060.83,1048.68,1058.76,13.419
1672743600000,1058.76,1064.23,1055.25,1057.2,14.631
1672747200000,1057.2,1060.1,1046.77,1055.87,12.121
1672750800000,1055.87,1057.41,1047.86,1049.01,10.164
1672754400000,1049.01,1058.9,1048.18,1053.23,13.303
1672758000000,1053.23,1062.89,1052.23,1052.39,12.524
1672761600000,1052.39,1059.99,1052.16,1055.99,11.394
1672765200000,1055.99,1058.34,1053.72,1058.14,14.086
1672768800000,1058.14,1062.23,1055.23,1059.29,10.786
1672772400000,1059.29,1064.97,1049.35,1060.29,12.794
1672776000000,1060.29,1068.69,1051.05,1055.48,13.218
1672779600000,1055.48,1061.36,1050.95,1057.96,10.424
1672783200000,1057.96,1059.46,1048.04,1051.86,13.03
1672786800000,1051.86,1056.34,1044.05,1052.59,14.571
1672790400000,1052.59,1060.67,1043.71,1048.86,14.996
1672794000000,1048.86,1053.19,1047.5,1052.09,10.769
1672797600000,1052.09,1060.37,1042.79,1047.61,12.006
1672801200000,1047.61,1053.29,1040.37,1051.02,14.59
1672804800000,1051.02,1052.86,1042.35,1052.11,13.765
1672808400000,1052.11,1059.72,1048.66,1048.81,14.978
1672812000000,1048.81,1054.78,1042.8,1044.62,14.389
1672815600000,1044.62,1045.56,1038.42,1044.12,13.026
1672819200000,1044.12,1049.78,1036.15,1037.79,12.915
1672822800000,1037.79,1042.54,1030.42,1037.48,11.367
1672826400000,1037.48,1046.71,1033.07,1042.5,10.058
1672830000000,1042.5,1043.19,1036.01,1042.93,11.973
1672833600000,1042.93,1050.6,1040.9,1049.76,12.399
1672837200000,1049.76,1052.41,1043.53,1047.56,12.483
1672840800000,1047.56,1052.88,1045.17,1050.93,10.33
1672844400000,1050.93,1054.97,1047.47,1054.51,10.256
1672848000000,1054.51,1054.54,1051.98,1053.06,11.688
1672851600000,1053.06,1062.61,1046.88,1057.47,11.698
1672855200000,1057.47,1066.88,1051.65,1062.8,13.723
1672858800000,1062.8,1064.69,1053.7,1056.78,13.246
1672862400000,1056.78,1057.05,1055.52,1055.68,14.271
1672866000000,1055.68,1062.29,1054.25,1058.95,10.873
1672869600000,1058.95,1065.27,1058.35,1061.36,12.991
1672873200000,1061.36,1070.69,1060.58,1067.33,14.53
1672876800000,1067.33,1074.13,1062.54,1068.8,11.14
1672880400000,1068.8,1073.84,1061.48,1066.94,14.133
1672884000000,1066.94,1067.67,1057.39,1066.94,11.146
1672887600000,1066.94,1071.95,1062.84,1064.91,11.279
1672891200000,1064.91,1067.43,1056.14,1057.31,14.709
1672894800000,1057.31,1066.81,1047.14,1057.38,14.948
1672898400000,1057.38,1063.93,1054.14,1058.81,12.506
1672902000000,1058.81,1068.19,1050.39,1057.82,14.368
1672905600000,1057.82,1063.78,1051.51,1058.64,12.994
1672909200000,1058.64,1062.51,1055.97,1061.19,12.602
1672912800000,1061.19,1065.32,1053.22,1056.04,12.674
1672916400000,1056.04,1064.02,1047.92,1058.28,14.562
1672920000000,1058.28,1066.42,1056.04,1065.88,14.109
1672923600000,1065.88,1069.17,1059.05,1060.29,14.308
1672927200000,1060.29,1063.45,1056.63,1060.77,14.64
1672930800000,1060.77,1064.5,1060.73,1064.21,13.153
1672934400000,1064.21,1072.48,1057.25,1062.51,13.953
1672938000000,1062.51,1065.62,1059.51,1060.9,11.393
1672941600000,1060.9,1062.55,1055.87,1056.01,13.63
1672945200000,1056.01,1066.38,1053.47,1062.48,11.721
1672948800000,1062.48,1071.74,1061.39,1069.43,14.508
1672952400000,1069.43,1070.14,1060.24,1064.45,10.075
1672956000000,1064.45,1068.52,1061.98,1068.29,13.989
1672959600000,1068.29,1076.38,1067.11,1075.53,12.411
1672963200000,1075.53,1085.28,1070.23,1080.51,13.003
1672966800000,1080.51,1082.06,1069.86,1074.18,11.916
1672970400000,1074.18,1076.68,1064.01,1069.92,12.536
1672974000000,1069.92,1075.18,1067.38,1068.69,10.94
1672977600000,1068.69,1069.74,1065.68,1065.8,14.492
1672981200000,1065.8,1075.11,1065.11,1065.92,11.982
1672984800000,1065.92,1068.08,1059.95,1060.24,14.607
1672988400000,1060.24,1061.95,1051.14,1058.18,10.005
1672992000000,1058.18,1059.14,1056.37,1056.97,11.07
1672995600000,1056.97,1064.26,1052.16,1061.5,13.138
1672999200000,1061.5,1063.77,1051.73,1054.2,12.727
1673002800000,1054.2,1055.16,1044.0,1048.05,14.208
1673006400000,1048.05,1054.02,1039.22,1047.39,13.65
1673010000000,1047.39,1052.11,1042.53,1049.81,10.339
1673013600000,1049.81,1057.38,1044.18,1051.54,11.392
1673017200000,1051.54,1061.65,1041.63,1059.68,10.172
1673020800000,1059.68,1062.68,1056.68,1061.78,12.716
1673024400000,1061.78,1071.11,1057.73,1069.58,14.372
1673028000000,1069.58,1073.03,1067.91,1072.53,11.646
1673031600000,1072.53,1081.53,1066.16,1078.81,11.159
1673035200000,1078.81,1082.93,1073.24,1078.18,10.687
1673038800000,1078.18,1080.19,1070.47,1071.11,13.87
1673042400000,1071.11,1077.77,1062.95,1064.38,10.773
1673046000000,1064.38,1074.27,1057.57,1073.66,12.234
1673049600000,1073.66,1084.29,1070.96,1075.72,13.685
1673053200000,1075.72,1079.27,1070.07,1070.28,12.343
1673056800000,1070.28,1079.2,1062.44,1066.15,11.594
1673060400000,1066.15,1076.55,1060.0,1069.53,14.124
1673064000000,1069.53,1070.23,1069.19,1069.51,13.899
1673067600000,1069.51,1069.79,1066.5,1067.29,13.213
1673071200000,1067.29,1074.78,1060.33,1062.43,14.877
1673074800000,1062.43,1070.94,1054.32,1058.93,12.796
1673078400000,1058.93,1068.08,1053.66,1053.95,13.353
1673082000000,1053.95,1057.2,1047.2,1052.14,13.498
1673085600000,1052.14,1053.38,1041.68,1051.72,13.27
1673089200000,1051.72,1056.3,1043.32,1045.2,13.046
1673092800000,1045.2,1055.45,1044.82,1045.64,11.721
1673096400000,1045.64,1047.89,1044.23,1047.13,10.446
1673100000000,1047.13,1050.48,1038.44,1049.26,14.298
1673103600000,1049.26,1059.47,1040.97,1053.48,10.433
1673107200000,1053.48,1059.44,1051.16,1056.25,13.203
1673110800000,1056.25,1058.99,1047.95,1050.14,11.932
1673114400000,1050.14,1051.99,1042.0,1046.33,13.321
1673118000000,1046.33,1051.4,1043.72,1049.56,10.182
1673121600000,1049.56,1055.12,1046.25,1051.51,11.234
1673125200000,1051.51,1061.08,1050.59,1052.32,14.88
1673128800000,1052.32,1057.62,1049.72,1053.69,14.767
1673132400000,1053.69,1056.41,1049.95,1055.15,13.442
1673136000000,1055.15,1063.36,1052.19,1054.54,11.039
1673139600000,1054.54,1063.8,1050.9,1059.13,13.087
1673143200000,1059.13,1069.08,1048.79,1060.54,13.58
1673146800000,1060.54,1064.27,1051.14,1060.21,13.592
1673150400000,1060.21,1063.39,1052.91,1053.08,11.339
1673154000000,1053.08,1055.74,1047.52,1054.32,13.745
1673157600000,1054.32,1056.26,1045.36,1048.56,14.278
1673161200000,1048.56,1050.1,1044.99,1049.64,14.68
1673164800000,1049.64,1053.6,1040.81,1051.64,10.798
1673168400000,1051.64,1051.89,1041.62,1041.86,14.54
1673172000000,1041.86,1052.03,1037.28,1051.2,10.907
1673175600000,1051.2,1053.14,1042.53,1044.87,12.235
1673179200000,1044.87,1048.57,1035.11,1035.68,11.441
1673182800000,1035.68,1036.27,1029.91,1030.9,10.529
1673186400000,1030.9,1038.33,1030.5,1031.48,11.647
1673190000000,1031.48,1033.38,1023.79,1024.5,12.173
1673193600000,1024.5,1033.86,1018.56,1025.39,13.911
1673197200000,1025.39,1027.66,1017.49,1019.89,13.95
1673200800000,1019.89,1029.94,1019.87,1020.29,11.119
1673204400000,1020.29,1020.95,1012.52,1017.89,12.107
1673208000000,1017.89,1024.85,1010.64,1015.36,14.014
1673211600000,1015.36,1017.87,1009.01,1009.54,12.751
1673215200000,1009.54,1010.59,1007.06,1007.98,13.34
1673218800000,1007.98,1010.1,1006.1,1007.72,10.239
1673222400000,1007.72,1012.98,1000.28,1004.76,10.061
1673226000000,1004.76,1006.78,998.6,999.04,12.252
1673229600000,999.04,1003.35,995.85,1000.52,11.114
1673233200000,1000.52,1010.36,994.53,1003.69,14.503
1673236800000,1003.69,1010.92,999.2,1000.07,13.975
1673240400000,1000.07,1008.5,990.54,1001.93,11.152
1673244000000,1001.93,1003.94,998.59,1000.03,10.011
1673247600000,1000.03,1008.45,997.71,1007.27,10.14
